"source","target","year","title","type"
"Jack McDuff*", "Rudy Van Gelder","1963", "Soul Shack","master"
"Beethoven*", "Mieczyslaw Horszowski","1963", "Diabelli Variations","master"
"Beethoven*", "Rudy Van Gelder","1963", "Diabelli Variations","master"
"Mieczyslaw Horszowski", "Rudy Van Gelder","1963", "Diabelli Variations","master"
"Gustav Mahler", "Norman Foster","1963", "Kindertotenlieder / Lieder Eines Fahrenden Gesellen","master"
"Gustav Mahler", "Bamberg Symphony*","1963", "Kindertotenlieder / Lieder Eines Fahrenden Gesellen","master"
"Gustav Mahler", "Jascha Horenstein","1963", "Kindertotenlieder / Lieder Eines Fahrenden Gesellen","master"
"Norman Foster", "Bamberg Symphony*","1963", "Kindertotenlieder / Lieder Eines Fahrenden Gesellen","master"
"Norman Foster", "Jascha Horenstein","1963", "Kindertotenlieder / Lieder Eines Fahrenden Gesellen","master"
"Bamberg Symphony*", "Jascha Horenstein","1963", "Kindertotenlieder / Lieder Eines Fahrenden Gesellen","master"
"Gustav Mahler", "Rudy Van Gelder","1963", "Kindertotenlieder / Lieder Eines Fahrenden Gesellen","master"
"Norman Foster", "Rudy Van Gelder","1963", "Kindertotenlieder / Lieder Eines Fahrenden Gesellen","master"
"Bamberg Symphony*", "Rudy Van Gelder","1963", "Kindertotenlieder / Lieder Eines Fahrenden Gesellen","master"
"Jascha Horenstein", "Rudy Van Gelder","1963", "Kindertotenlieder / Lieder Eines Fahrenden Gesellen","master"
"Bartók*", "Gyorgy Sandor*","1963", "Piano Music, Volume III","master"
"Bartók*", "Rudy Van Gelder","1963", "Piano Music, Volume III","master"
"Gyorgy Sandor*", "Rudy Van Gelder","1963", "Piano Music, Volume III","master"
"Bach*", "Otto Klemperer","1963", "Brandenburg Concerto No. 1 / No. 2","master"
"Bach*", "Rudy Van Gelder","1963", "Brandenburg Concerto No. 1 / No. 2","master"
"Otto Klemperer", "Rudy Van Gelder","1963", "Brandenburg Concerto No. 1 / No. 2","master"
"David Glazer", "Kohon Quartet*","1963", "Hummel Clarinet Quartet, Weber Clarinet Quintet","master"
"David Glazer", "Rudy Van Gelder","1963", "Hummel Clarinet Quartet, Weber Clarinet Quintet","master"
"Kohon Quartet*", "Rudy Van Gelder","1963", "Hummel Clarinet Quartet, Weber Clarinet Quintet","master"
"Tchaikovsky*", "Bamberg Symphony*","1963", "Symphony # 4, F Minor, Op. 36","master"
"Tchaikovsky*", "Heinrich Hollreiser","1963", "Symphony # 4, F Minor, Op. 36","master"
"Bamberg Symphony*", "Heinrich Hollreiser","1963", "Symphony # 4, F Minor, Op. 36","master"
"Tchaikovsky*", "Rudy Van Gelder","1963", "Symphony # 4, F Minor, Op. 36","master"
"Bamberg Symphony*", "Rudy Van Gelder","1963", "Symphony # 4, F Minor, Op. 36","master"
"Heinrich Hollreiser", "Rudy Van Gelder","1963", "Symphony # 4, F Minor, Op. 36","master"
"Bach*", "Klemperer*","1963", "Brandenburg Concerto No. 5 / Brandenburg Concerto No. 6 - Volume III","master"
"Bach*", "Pro Musica Chamber Orchestra*","1963", "Brandenburg Concerto No. 5 / Brandenburg Concerto No. 6 - Volume III","master"
"Klemperer*", "Pro Musica Chamber Orchestra*","1963", "Brandenburg Concerto No. 5 / Brandenburg Concerto No. 6 - Volume III","master"
"Bach*", "Rudy Van Gelder","1963", "Brandenburg Concerto No. 5 / Brandenburg Concerto No. 6 - Volume III","master"
"Klemperer*", "Rudy Van Gelder","1963", "Brandenburg Concerto No. 5 / Brandenburg Concerto No. 6 - Volume III","master"
"Pro Musica Chamber Orchestra*", "Rudy Van Gelder","1963", "Brandenburg Concerto No. 5 / Brandenburg Concerto No. 6 - Volume III","master"
"Johann*", "Josef Strauss*","1963", "Waltzes & Polkas","master"
"Johann*", "Eduard Strauss And His Orchestra","1963", "Waltzes & Polkas","master"
"Josef Strauss*", "Eduard Strauss And His Orchestra","1963", "Waltzes & Polkas","master"
"Johann*", "Rudy Van Gelder","1963", "Waltzes & Polkas","master"
"Josef Strauss*", "Rudy Van Gelder","1963", "Waltzes & Polkas","master"
"Eduard Strauss And His Orchestra", "Rudy Van Gelder","1963", "Waltzes & Polkas","master"
"Cannonball Adderley", "Miles Davis","1963", "Somethin' Else","master"
"Cannonball Adderley", "Rudy Van Gelder","1963", "Somethin' Else","master"
"Miles Davis", "Rudy Van Gelder","1963", "Somethin' Else","master"
"Johnny "Hammond" Smith*", "Seldon Powell","1963", "Look Out","master"
"Johnny "Hammond" Smith*", "Rudy Van Gelder","1963", "Look Out","master"
"Seldon Powell", "Rudy Van Gelder","1963", "Look Out","master"
"Gene Ammons", "Etta Jones","1963", "Soul Summit Vol. 2","master"
"Gene Ammons", "Jack McDuff*","1963", "Soul Summit Vol. 2","master"
"Etta Jones", "Jack McDuff*","1963", "Soul Summit Vol. 2","master"
"Gene Ammons", "Rudy Van Gelder","1963", "Soul Summit Vol. 2","master"
"Etta Jones", "Rudy Van Gelder","1963", "Soul Summit Vol. 2","master"
"Jack McDuff*", "Rudy Van Gelder","1963", "Soul Summit Vol. 2","master"
"Rimsky-Korsakov*", "Bamberg Symphony*","1963", "Scheherazade, Op. 35","master"
"Rimsky-Korsakov*", "Jonel Perlea","1963", "Scheherazade, Op. 35","master"
"Bamberg Symphony*", "Jonel Perlea","1963", "Scheherazade, Op. 35","master"
"Rimsky-Korsakov*", "Rudy Van Gelder","1963", "Scheherazade, Op. 35","master"
"Bamberg Symphony*", "Rudy Van Gelder","1963", "Scheherazade, Op. 35","master"
"Jonel Perlea", "Rudy Van Gelder","1963", "Scheherazade, Op. 35","master"
"Beethoven* ", " Walter Klien","1963", "Piano Sonatas No. 14, Op. 27; No. 8, Op. 13; No. 23, Op. 57","master"
"Beethoven* ", "Rudy Van Gelder","1963", "Piano Sonatas No. 14, Op. 27; No. 8, Op. 13; No. 23, Op. 57","master"
" Walter Klien", "Rudy Van Gelder","1963", "Piano Sonatas No. 14, Op. 27; No. 8, Op. 13; No. 23, Op. 57","master"
"Art Blakey", "The Jazz Messengers","1963", "Buhaina's Delight","master"
"Art Blakey", "Rudy Van Gelder","1963", "Buhaina's Delight","master"
"The Jazz Messengers", "Rudy Van Gelder","1963", "Buhaina's Delight","master"
"Shirley Scott", "Stanley Turrentine","1963", "The Soul Is Willing","master"
"Shirley Scott", "Rudy Van Gelder","1963", "The Soul Is Willing","master"
"Stanley Turrentine", "Rudy Van Gelder","1963", "The Soul Is Willing","master"
"César Franck", "Pro Musica Orchestra Vienna*","1963", "Symphony In D Minor / Variations Symphoniques","master"
"César Franck", "Edouard Van Remoortel","1963", "Symphony In D Minor / Variations Symphoniques","master"
"César Franck", "Orazio Frugoni","1963", "Symphony In D Minor / Variations Symphoniques","master"
"César Franck", "Orchestra Of The Vienna Volksoper*","1963", "Symphony In D Minor / Variations Symphoniques","master"
"César Franck", "Michael Gielen","1963", "Symphony In D Minor / Variations Symphoniques","master"
"Pro Musica Orchestra Vienna*", "Edouard Van Remoortel","1963", "Symphony In D Minor / Variations Symphoniques","master"
"Pro Musica Orchestra Vienna*", "Orazio Frugoni","1963", "Symphony In D Minor / Variations Symphoniques","master"
"Pro Musica Orchestra Vienna*", "Orchestra Of The Vienna Volksoper*","1963", "Symphony In D Minor / Variations Symphoniques","master"
"Pro Musica Orchestra Vienna*", "Michael Gielen","1963", "Symphony In D Minor / Variations Symphoniques","master"
"Edouard Van Remoortel", "Orazio Frugoni","1963", "Symphony In D Minor / Variations Symphoniques","master"
"Edouard Van Remoortel", "Orchestra Of The Vienna Volksoper*","1963", "Symphony In D Minor / Variations Symphoniques","master"
"Edouard Van Remoortel", "Michael Gielen","1963", "Symphony In D Minor / Variations Symphoniques","master"
"Orazio Frugoni", "Orchestra Of The Vienna Volksoper*","1963", "Symphony In D Minor / Variations Symphoniques","master"
"Orazio Frugoni", "Michael Gielen","1963", "Symphony In D Minor / Variations Symphoniques","master"
"Orchestra Of The Vienna Volksoper*", "Michael Gielen","1963", "Symphony In D Minor / Variations Symphoniques","master"
"César Franck", "Rudy Van Gelder","1963", "Symphony In D Minor / Variations Symphoniques","master"
"Pro Musica Orchestra Vienna*", "Rudy Van Gelder","1963", "Symphony In D Minor / Variations Symphoniques","master"
"Edouard Van Remoortel", "Rudy Van Gelder","1963", "Symphony In D Minor / Variations Symphoniques","master"
"Orazio Frugoni", "Rudy Van Gelder","1963", "Symphony In D Minor / Variations Symphoniques","master"
"Orchestra Of The Vienna Volksoper*", "Rudy Van Gelder","1963", "Symphony In D Minor / Variations Symphoniques","master"
"Michael Gielen", "Rudy Van Gelder","1963", "Symphony In D Minor / Variations Symphoniques","master"
"Brahms*", "Jascha Horenstein","1963", "Brahms Symphony No. 3 in F Major, Op. 90 - Variations On A Theme By Haydn Op. 56/A","master"
"Brahms*", "The Symphony Orchestra Of The Southwest German Radio","1963", "Brahms Symphony No. 3 in F Major, Op. 90 - Variations On A Theme By Haydn Op. 56/A","master"
"Brahms*", "Baden-Baden*","1963", "Brahms Symphony No. 3 in F Major, Op. 90 - Variations On A Theme By Haydn Op. 56/A","master"
"Jascha Horenstein", "The Symphony Orchestra Of The Southwest German Radio","1963", "Brahms Symphony No. 3 in F Major, Op. 90 - Variations On A Theme By Haydn Op. 56/A","master"
"Jascha Horenstein", "Baden-Baden*","1963", "Brahms Symphony No. 3 in F Major, Op. 90 - Variations On A Theme By Haydn Op. 56/A","master"
"The Symphony Orchestra Of The Southwest German Radio", "Baden-Baden*","1963", "Brahms Symphony No. 3 in F Major, Op. 90 - Variations On A Theme By Haydn Op. 56/A","master"
"Brahms*", "Rudy Van Gelder","1963", "Brahms Symphony No. 3 in F Major, Op. 90 - Variations On A Theme By Haydn Op. 56/A","master"
"Jascha Horenstein", "Rudy Van Gelder","1963", "Brahms Symphony No. 3 in F Major, Op. 90 - Variations On A Theme By Haydn Op. 56/A","master"
"The Symphony Orchestra Of The Southwest German Radio", "Rudy Van Gelder","1963", "Brahms Symphony No. 3 in F Major, Op. 90 - Variations On A Theme By Haydn Op. 56/A","master"
"Baden-Baden*", "Rudy Van Gelder","1963", "Brahms Symphony No. 3 in F Major, Op. 90 - Variations On A Theme By Haydn Op. 56/A","master"
"Bach*", "Ferdinand Grossmann","1963", "St. Matthew Passion","master"
"Bach*", "Vienna Chamber Orchestra*","1963", "St. Matthew Passion","master"
"Bach*", "Akademie Kammerchor*","1963", "St. Matthew Passion","master"
"Ferdinand Grossmann", "Vienna Chamber Orchestra*","1963", "St. Matthew Passion","master"
"Ferdinand Grossmann", "Akademie Kammerchor*","1963", "St. Matthew Passion","master"
"Vienna Chamber Orchestra*", "Akademie Kammerchor*","1963", "St. Matthew Passion","master"
"Bach*", "Rudy Van Gelder","1963", "St. Matthew Passion","master"
"Ferdinand Grossmann", "Rudy Van Gelder","1963", "St. Matthew Passion","master"
"Vienna Chamber Orchestra*", "Rudy Van Gelder","1963", "St. Matthew Passion","master"
"Akademie Kammerchor*", "Rudy Van Gelder","1963", "St. Matthew Passion","master"
"Eddie "Lockjaw" Davis", "Shirley Scott","1963", "Misty","master"
"Eddie "Lockjaw" Davis", "Rudy Van Gelder","1963", "Misty","master"
"Shirley Scott", "Rudy Van Gelder","1963", "Misty","master"
"Mozart*", "Barchet Quartet*","1963", "Milanese Quartets","master"
"Mozart*", "Rudy Van Gelder","1963", "Milanese Quartets","master"
"Barchet Quartet*", "Rudy Van Gelder","1963", "Milanese Quartets","master"
"Beethoven*", "Loewenguth Quartet*","1963", "String Quartets (Quartet No. 8 In E Minor Op. 59 No. 2 / Quartet No. 11 In F Minor Op. 95)","master"
"Beethoven*", "Rudy Van Gelder","1963", "String Quartets (Quartet No. 8 In E Minor Op. 59 No. 2 / Quartet No. 11 In F Minor Op. 95)","master"
"Loewenguth Quartet*", "Rudy Van Gelder","1963", "String Quartets (Quartet No. 8 In E Minor Op. 59 No. 2 / Quartet No. 11 In F Minor Op. 95)","master"
"Société de la Chorale Bach de Montreal*", "George Little","1963", "Music From The Court And Chapel Of Henry VIII","master"
"Société de la Chorale Bach de Montreal*", "Consort of Viols*","1963", "Music From The Court And Chapel Of Henry VIII","master"
"Société de la Chorale Bach de Montreal*", "Otto Joachim","1963", "Music From The Court And Chapel Of Henry VIII","master"
"George Little", "Consort of Viols*","1963", "Music From The Court And Chapel Of Henry VIII","master"
"George Little", "Otto Joachim","1963", "Music From The Court And Chapel Of Henry VIII","master"
"Consort of Viols*", "Otto Joachim","1963", "Music From The Court And Chapel Of Henry VIII","master"
"Société de la Chorale Bach de Montreal*", "Rudy Van Gelder","1963", "Music From The Court And Chapel Of Henry VIII","master"
"George Little", "Rudy Van Gelder","1963", "Music From The Court And Chapel Of Henry VIII","master"
"Consort of Viols*", "Rudy Van Gelder","1963", "Music From The Court And Chapel Of Henry VIII","master"
"Otto Joachim", "Rudy Van Gelder","1963", "Music From The Court And Chapel Of Henry VIII","master"
"Telemann*", "Karl Stamitz*","1963", "Viola Concerto in G Major / Viola Concerto in D Major","master"
"Telemann*", "Heinz Wigand","1963", "Viola Concerto in G Major / Viola Concerto in D Major","master"
"Telemann*", "Pro Musica Orchestra","1963", "Viola Concerto in G Major / Viola Concerto in D Major","master"
"Telemann*", "Stuttgart*","1963", "Viola Concerto in G Major / Viola Concerto in D Major","master"
"Telemann*", "Rolf Reinhardt","1963", "Viola Concerto in G Major / Viola Concerto in D Major","master"
"Karl Stamitz*", "Heinz Wigand","1963", "Viola Concerto in G Major / Viola Concerto in D Major","master"
"Karl Stamitz*", "Pro Musica Orchestra","1963", "Viola Concerto in G Major / Viola Concerto in D Major","master"
"Karl Stamitz*", "Stuttgart*","1963", "Viola Concerto in G Major / Viola Concerto in D Major","master"
"Karl Stamitz*", "Rolf Reinhardt","1963", "Viola Concerto in G Major / Viola Concerto in D Major","master"
"Heinz Wigand", "Pro Musica Orchestra","1963", "Viola Concerto in G Major / Viola Concerto in D Major","master"
"Heinz Wigand", "Stuttgart*","1963", "Viola Concerto in G Major / Viola Concerto in D Major","master"
"Heinz Wigand", "Rolf Reinhardt","1963", "Viola Concerto in G Major / Viola Concerto in D Major","master"
"Pro Musica Orchestra", "Stuttgart*","1963", "Viola Concerto in G Major / Viola Concerto in D Major","master"
"Pro Musica Orchestra", "Rolf Reinhardt","1963", "Viola Concerto in G Major / Viola Concerto in D Major","master"
"Stuttgart*", "Rolf Reinhardt","1963", "Viola Concerto in G Major / Viola Concerto in D Major","master"
"Telemann*", "Rudy Van Gelder","1963", "Viola Concerto in G Major / Viola Concerto in D Major","master"
"Karl Stamitz*", "Rudy Van Gelder","1963", "Viola Concerto in G Major / Viola Concerto in D Major","master"
"Heinz Wigand", "Rudy Van Gelder","1963", "Viola Concerto in G Major / Viola Concerto in D Major","master"
"Pro Musica Orchestra", "Rudy Van Gelder","1963", "Viola Concerto in G Major / Viola Concerto in D Major","master"
"Stuttgart*", "Rudy Van Gelder","1963", "Viola Concerto in G Major / Viola Concerto in D Major","master"
"Rolf Reinhardt", "Rudy Van Gelder","1963", "Viola Concerto in G Major / Viola Concerto in D Major","master"
"Kenny Burrell", "Coleman Hawkins","1963", "Bluesey Burrell","master"
"Kenny Burrell", "Rudy Van Gelder","1963", "Bluesey Burrell","master"
"Coleman Hawkins", "Rudy Van Gelder","1963", "Bluesey Burrell","master"
"Brahms*", "Friedrich Wuehrer*","1963", "Piano Concerto No. 1 In D Minor, Op. 15","master"
"Brahms*", "Hans Swarowsky","1963", "Piano Concerto No. 1 In D Minor, Op. 15","master"
"Brahms*", "Vienna Symphony*","1963", "Piano Concerto No. 1 In D Minor, Op. 15","master"
"Friedrich Wuehrer*", "Hans Swarowsky","1963", "Piano Concerto No. 1 In D Minor, Op. 15","master"
"Friedrich Wuehrer*", "Vienna Symphony*","1963", "Piano Concerto No. 1 In D Minor, Op. 15","master"
"Hans Swarowsky", "Vienna Symphony*","1963", "Piano Concerto No. 1 In D Minor, Op. 15","master"
"Brahms*", "Rudy Van Gelder","1963", "Piano Concerto No. 1 In D Minor, Op. 15","master"
"Friedrich Wuehrer*", "Rudy Van Gelder","1963", "Piano Concerto No. 1 In D Minor, Op. 15","master"
"Hans Swarowsky", "Rudy Van Gelder","1963", "Piano Concerto No. 1 In D Minor, Op. 15","master"
"Vienna Symphony*", "Rudy Van Gelder","1963", "Piano Concerto No. 1 In D Minor, Op. 15","master"
"Kenny Burrell", "John Coltrane","1963", "Kenny Burrell & John Coltrane","master"
"Kenny Burrell", "Rudy Van Gelder","1963", "Kenny Burrell & John Coltrane","master"
"John Coltrane", "Rudy Van Gelder","1963", "Kenny Burrell & John Coltrane","master"
"Kenny Burrell", "Jimmy Smith","1963", "Blue Bash!","master"
"Kenny Burrell", "Rudy Van Gelder","1963", "Blue Bash!","master"
"Jimmy Smith", "Rudy Van Gelder","1963", "Blue Bash!","master"
"Pro Musica Chamber Orchestra*", "Otto Klemperer","1963", "Brandenburg Concerto No. 3 / Brandenburg Concerto No. 4  - Volume II","master"
"Pro Musica Chamber Orchestra*", "Rudy Van Gelder","1963", "Brandenburg Concerto No. 3 / Brandenburg Concerto No. 4  - Volume II","master"
"Otto Klemperer", "Rudy Van Gelder","1963", "Brandenburg Concerto No. 3 / Brandenburg Concerto No. 4  - Volume II","master"
"Pete Seeger", "Ramblin' Jack Elliott","1963", "Hootenanny","master"
"Pete Seeger", "Mike Seeger","1963", "Hootenanny","master"
"Pete Seeger", "Bonnie Dobson","1963", "Hootenanny","master"
"Pete Seeger", "Bill Keith","1963", "Hootenanny","master"
"Pete Seeger", "Jim Rooney","1963", "Hootenanny","master"
"Ramblin' Jack Elliott", "Mike Seeger","1963", "Hootenanny","master"
"Ramblin' Jack Elliott", "Bonnie Dobson","1963", "Hootenanny","master"
"Ramblin' Jack Elliott", "Bill Keith","1963", "Hootenanny","master"
"Ramblin' Jack Elliott", "Jim Rooney","1963", "Hootenanny","master"
"Mike Seeger", "Bonnie Dobson","1963", "Hootenanny","master"
"Mike Seeger", "Bill Keith","1963", "Hootenanny","master"
"Mike Seeger", "Jim Rooney","1963", "Hootenanny","master"
"Bonnie Dobson", "Bill Keith","1963", "Hootenanny","master"
"Bonnie Dobson", "Jim Rooney","1963", "Hootenanny","master"
"Bill Keith", "Jim Rooney","1963", "Hootenanny","master"
"Pete Seeger", "Rudy Van Gelder","1963", "Hootenanny","master"
"Ramblin' Jack Elliott", "Rudy Van Gelder","1963", "Hootenanny","master"
"Mike Seeger", "Rudy Van Gelder","1963", "Hootenanny","master"
"Bonnie Dobson", "Rudy Van Gelder","1963", "Hootenanny","master"
"Bill Keith", "Rudy Van Gelder","1963", "Hootenanny","master"
"Jim Rooney", "Rudy Van Gelder","1963", "Hootenanny","master"
"Eddie "Lockjaw" Davis", "The Paul Weeden Trio","1963", "I Only Have Eyes For You","master"
"Eddie "Lockjaw" Davis", "Rudy Van Gelder","1963", "I Only Have Eyes For You","master"
